Frecuencia,Duración
246.94165062806206,0.86079459375
246.94165062806206,0.504260859375
261.6255653005986,0.44176092187500005
293.6647679174076,0.46306771875
293.6647679174076,0.461647265625
261.6255653005986,0.484374515625
246.94165062806206,0.41193140625
220.0,0.45738590625
195.99771799087463,0.44460182812500004
195.99771799087463,0.495738140625
220.0,0.44602228125
246.94165062806206,0.430397296875
246.94165062806206,0.416192765625
220.0,0.697442484375
220.0,0.238636125
246.94165062806206,0.8451696093750001
246.94165062806206,0.49147678125000005
261.6255653005986,0.4147723125
293.6647679174076,0.44460182812500004
293.6647679174076,0.433238203125
261.6255653005986,0.40482914062500003
246.94165062806206,0.420454125
220.0,0.44744273437500004
195.99771799087463,0.47727225
195.99771799087463,0.467329078125
220.0,0.44602228125000004
246.94165062806206,0.43607910937500005
220.0,0.4602268125
195.99771799087463,0.6732947812500001
195.99771799087463,0.254261109375
220.0,0.9602263125000001
220.0,0.47443134375
246.94165062806206,0.45170409375000004
195.99771799087463,0.4374995625
220.0,0.45312454687500003
246.94165062806206,0.4147723125
261.6255653005986,0.214488421875
246.94165062806206,0.242897484375
195.99771799087463,0.5056813125
220.0,0.40340868750000003
246.94165062806206,0.4261359375
261.6255653005986,0.21732932812500003
246.94165062806206,0.2670451875
220.0,0.41761321875
195.99771799087463,0.44176092187500005
220.0,0.43892001562500005
146.8323839587038,0.475851796875
246.94165062806206,0.984374015625
246.94165062806206,0.46590862499999997
261.6255653005986,0.44602228125
293.6647679174076,0.44176092187500005
293.6647679174076,0.42897684375
261.6255653005986,0.467329078125
246.94165062806206,0.43181775
220.0,0.44602228125
195.99771799087463,0.48579496875000006
195.99771799087463,0.46590862499999997
220.0,0.44034046875
246.94165062806206,0.443181375
220.0,0.5241472031250001
195.99771799087463,0.670453875
195.99771799087463,0.272727
